Year,Evaluation,,,,,,
2023,AP,,,,,,
2023,AP,Count of Evaluation,Column Labels,,,,
2023,AP,Row Labels,AP,UE,UP,UWP,Grand Total
2023,UWP,2014,1,0,0,1,2
2023,UP,2015,1,3,1,5,10
2023,UE,2016,3,0,0,0,3
2023,UWP,2017,1,2,0,1,4
2022,AP,2018,1,0,0,1,2
2022,UP,2019,4,3,3,4,14
2022,UE,2020,3,1,2,0,6
2022,UWP,2021,10,5,5,9,29
2022,AP,2022,7,4,2,8,21
2021,UP,2023,19,4,7,12,42
2021,UWP,Grand Total,50,22,20,41,133
2021,UP,,,,,,
2021,UE,,,,,,
2021,UWP,,,,,,
2021,AP,,,,,,
2021,UWP,,,,,,
2021,AP,,,,,,
2020,AP,,,,,,
2020,UP,,,,,,
2019,AP,,,,,,
2019,UP,,,,,,
2019,UE,,,,,,
2019,UWP,,,,,,
2019,AP,,,,,,
2017,AP,,,,,,
2017,UE,,,,,,
2017,UWP,,,,,,
2017,UE,,,,,,
2016,AP,,,,,,
2015,UWP,,,,,,
2023,AP,,,,,,
2023,AP,,,,,,
2023,AP,,,,,,
2023,UE,,,,,,
2023,UWP,,,,,,
2023,UWP,,,,,,
2023,UWP,,,,,,
2023,UP,,,,,,
2023,UWP,,,,,,
2023,UWP,,,,,,
2023,UP,,,,,,
2023,UE,,,,,,
2023,UWP,,,,,,
2023,UWP,,,,,,
2023,UP,,,,,,
2023,UWP,,,,,,
2022,UWP,,,,,,
2022,UE,,,,,,
2022,UWP,,,,,,
2022,UWP,,,,,,
2022,UP,,,,,,
2022,UE,,,,,,
2022,UWP,,,,,,
2021,AP,,,,,,
2021,UWP,,,,,,
2021,UP,,,,,,
2021,UE,,,,,,
2021,UWP,,,,,,
2021,UE,,,,,,
2021,UWP,,,,,,
2021,UP,,,,,,
2021,UWP,,,,,,
2019,UE,,,,,,
2019,UWP,,,,,,
2019,UP,,,,,,
2019,UE,,,,,,
2019,UWP,,,,,,
2019,UP,,,,,,
2019,UWP,,,,,,
2018,UWP,,,,,,
2016,AP,,,,,,
2015,UE,,,,,,
2015,UWP,,,,,,
2015,UE,,,,,,
2015,UWP,,,,,,
2015,UWP,,,,,,
2015,UP,,,,,,
2015,UE,,,,,,
2015,UWP,,,,,,
2014,UWP,,,,,,
2023,AP,,,,,,
2023,AP,,,,,,
2022,UWP,,,,,,
2019,AP,,,,,,
2023,UWP,,,,,,
2023,AP,,,,,,
2022,UWP,,,,,,
2014,AP,,,,,,
2023,AP,,,,,,
2023,UP,,,,,,
2023,AP,,,,,,
2023,UP,,,,,,
2023,AP,,,,,,
2023,UE,,,,,,
2023,AP,,,,,,
2023,UP,,,,,,
2023,UWP,,,,,,
2023,AP,,,,,,
2023,AP,,,,,,
2023,AP,,,,,,
2023,AP,,,,,,
2023,AP,,,,,,
2023,AP,,,,,,
2022,AP,,,,,,
2022,AP,,,,,,
2022,UE,,,,,,
2022,UWP,,,,,,
2022,AP,,,,,,
2022,AP,,,,,,
2022,AP,,,,,,
2021,AP,,,,,,
2021,UE,,,,,,
2021,UWP,,,,,,
2021,AP,,,,,,
2021,AP,,,,,,
2021,AP,,,,,,
2021,AP,,,,,,
2021,AP,,,,,,
2021,UP,,,,,,
2021,UE,,,,,,
2021,UWP,,,,,,
2021,AP,,,,,,
2020,AP,,,,,,
2020,UE,,,,,,
2020,AP,,,,,,
2020,UP,,,,,,
2019,AP,,,,,,
2018,AP,,,,,,
2016,AP,,,,,,
2015,AP,,,,,,
